,Observered Ion,Theoretical Ion,Charge,count,PPM Error,Ion Type,Structure
0,90.05545043945312,90.0549,1,35522.4140625,-6.1000000,y_ion,"[""['A5']""]"
1,204.08676147460938,204.0867,1,512315.125,-0.3000000,b_ion,"[""['G0']""]"
2,232.1177520751953,232.11725,2,57720.05078125,-2.2000000,y_ion,"[""['A2', 'E3', 'J4', 'A5']""]"
3,263.1426086425781,263.1475,1,44395.21875,18.590000,y_ion,"[""['A5', 'J4']""]"
4,278.12347412109375,278.1234,1,55599.08984375,-0.3000000,i_ion,"[""['M1']""]"
5,349.1609802246094,349.1605,1,69623.4296875,-1.4000000,i_ion,"[""['M1', 'A2']""]"
6,392.18408203125,392.1901,1,28202.578125,15.340000,y_ion,"[""['E3', 'J4', 'A5']""]"
7,740.3409423828125,740.3433,1,13337.640625,3.1800000,y_ion,"[""['M1', 'A2', 'E3', 'J4', 'A5']""]"
