,Observered Ion,Theoretical Ion,Charge,count,PPM Error,Ion Type,Structure
0,201.0859832763672,201.0870,1,472679.5,5.0600000,i_ion,"[""['A2', 'E3']""]"
1,204.08668518066406,204.0867,1,1927060.75,0.07000000,b_ion,"[""['G0']""]"
2,232.11839294433594,232.11725,2,2734033.25,-4.9000000,y_ion,"[""['A2', 'E3', 'J4', 'A5']""]"
3,263.1427917480469,263.1475,1,4451067.5,17.890000,y_ion,"[""['A5', 'J4']""]"
4,278.1233215332031,278.1234,1,4443665.0,0.28000000,i_ion,"[""['M1']""]"
5,349.1606750488281,349.1605,1,12019721.0,-0.5000000,i_ion,"[""['M1', 'A2']""]"
6,374.17559814453125,374.1796,1,2443055.5,10.700000,i_ion,"[""['A2', 'E3', 'J4']""]"
7,392.185302734375,392.1901,1,5835233.0,12.230000,y_ion,"[""['E3', 'J4', 'A5']""]"
8,463.2215881347656,463.2272,1,759909.875,12.110000,y_ion,"[""['A2', 'E3', 'J4', 'A5']""]"
9,478.2037048339844,478.2031,1,1639900.25,-1.3000000,i_ion,"[""['M1', 'A2', 'E3']""]"
10,740.337890625,740.3433,1,6141540.5,7.3100000,y_ion,"[""['M1', 'A2', 'E3', 'J4', 'A5']""]"
