,Observered Ion,Theoretical Ion,Charge,count,PPM Error,Ion Type,Structure
0,173.09239196777344,173.0921,2,2576121.5,-1.7000000,i_ion,"[""['J32', 'J38']""]"
1,204.08677673339844,204.0867,1,24640808.0,-0.4000000,b_ion,"[""['G34']""]"
2,204.08677673339844,204.0867,1,24640808.0,-0.4000000,b_ion,"[""['G28']""]"
3,278.1238708496094,278.1234,1,994651.4375,-1.7000000,i_ion,"[""['M35']""]"
4,278.1238708496094,278.1234,1,994651.4375,-1.7000000,i_ion,"[""['M29']""]"
5,302.1351013183594,302.1347,2,4882906.0,-1.3000000,i_ion,"[""['E31', 'J32', 'E37', 'J38']""]"
6,349.1604309082031,349.1605,1,2729401.25,0.20000000,i_ion,"[""['A36', 'M35']""]"
7,349.1604309082031,349.1605,1,2729401.25,0.20000000,i_ion,"[""['M29', 'A30']""]"
8,373.1725769042969,373.1718,2,1308447.875,-2.1000000,i_ion,"[""['A30', 'E31', 'J32', 'A36', 'E37', 'J38']""]"
9,374.1731262207031,374.1796,1,306751.84375,17.300000,i_ion,"[""['A36', 'E37', 'J38']""]"
10,434.22625732421875,434.2246,1,742179.8125,-3.8000000,i_ion,"[""['J32', 'A33', 'J38']""]"
11,474.2204895019531,474.2195,1,303506.4375,-2.1000000,i_ion,"[""['E31', 'J32', 'J38']""]"
12,474.2204895019531,474.2195,1,303506.4375,-2.1000000,i_ion,"[""['J32', 'E37', 'J38']""]"
13,563.2693481445312,563.2672,1,1105012.125,-3.8000000,i_ion,"[""['E31', 'J32', 'A33', 'J38']""]"
14,563.2693481445312,563.2672,1,1105012.125,-3.8000000,i_ion,"[""['J32', 'A33', 'E37', 'J38']""]"
15,603.2623291015625,603.2621,1,350063.15625,-0.4000000,i_ion,"[""['E31', 'J32', 'E37', 'J38']""]"
16,634.29833984375,634.3043,1,966434.3125,9.4000000,i_ion,"[""['A30', 'E31', 'J32', 'A33', 'J38']""]"
17,634.29833984375,634.3043,1,966434.3125,9.4000000,i_ion,"[""['J32', 'A33', 'A36', 'E37', 'J38']""]"
18,650.2870483398438,650.2879,2,1615594.5,1.3100000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'M35', 'A36', 'E37', 'J38']""]"
19,651.294677734375,651.2957,1,898528.9375,1.5700000,i_ion,"[""['M35', 'A36', 'E37', 'J38']""]"
20,674.3059692382812,674.2992,1,255599.109375,-10.000000,i_ion,"[""['A30', 'E31', 'J32', 'E37', 'J38']""]"
21,674.3059692382812,674.2992,1,255599.109375,-10.000000,i_ion,"[""['E31', 'J32', 'A36', 'E37', 'J38']""]"
22,692.3142700195312,692.3098,1,991880.1875,-6.5000000,i_ion,"[""['E31', 'J32', 'A33', 'E37', 'J38']""]"
23,911.4130249023438,911.4204,1,2141095.75,8.0900000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A33', 'J38']""]"
24,911.4130249023438,911.4204,1,2141095.75,8.0900000,i_ion,"[""['J32', 'A33', 'M35', 'A36', 'E37', 'J38']""]"
25,951.4172973632812,951.4153,1,1862084.875,-2.1000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'E37', 'J38']""]"
26,951.4172973632812,951.4153,1,1862084.875,-2.1000000,i_ion,"[""['E31', 'J32', 'M35', 'A36', 'E37', 'J38']""]"
27,1022.4553833007812,1022.4524,1,1665593.125,-2.9000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A36', 'E37', 'J38']""]"
28,1022.4553833007812,1022.4524,1,1665593.125,-2.9000000,i_ion,"[""['A30', 'E31', 'J32', 'M35', 'A36', 'E37', 'J38']""]"
29,1025.4501953125,1025.4521,1,326979.8125,1.8600000,i_ion,"[""['G28', 'M29', 'A30', 'E31', 'J32', 'J38']""]"
30,1025.4501953125,1025.4521,1,326979.8125,1.8600000,i_ion,"[""['J32', 'G34', 'M35', 'A36', 'E37', 'J38']""]"
31,1040.46533203125,1040.4630,1,4535099.0,-2.2000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A33', 'E37', 'J38']""]"
32,1040.46533203125,1040.4630,1,4535099.0,-2.2000000,i_ion,"[""['E31', 'J32', 'A33', 'M35', 'A36', 'E37', 'J38']""]"
33,1111.5008544921875,1111.5001,1,1169015.0,-0.7000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A33', 'A36', 'E37', 'J38']""]"
34,1111.5008544921875,1111.5001,1,1169015.0,-0.7000000,i_ion,"[""['A30', 'E31', 'J32', 'A33', 'M35', 'A36', 'E37', 'J38']""]"
35,1299.5677490234375,1299.5685,1,722713.6875,0.58000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'M35', 'A36', 'E37', 'J38']""]"
36,1388.624267578125,1388.6162,1,3302768.25,-5.8000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A33', 'M35', 'A36', 'E37', 'J38']""]"
