,Observered Ion,Theoretical Ion,Charge,count,PPM Error,Ion Type,Structure
0,173.09222412109375,173.0921,2,50359.21875,-0.7000000,i_ion,"[""['J32', 'J38']""]"
1,204.0867919921875,204.0867,1,468421.9375,-0.5000000,b_ion,"[""['G34']""]"
2,204.0867919921875,204.0867,1,468421.9375,-0.5000000,b_ion,"[""['G28']""]"
3,278.1234436035156,278.1234,1,41199.7578125,-0.2000000,i_ion,"[""['M35']""]"
4,278.1234436035156,278.1234,1,41199.7578125,-0.2000000,i_ion,"[""['M29']""]"
5,302.1346130371094,302.1347,2,104099.4140625,0.29000000,i_ion,"[""['E31', 'J32', 'E37', 'J38']""]"
6,349.1604309082031,349.1605,1,76975.1953125,0.20000000,i_ion,"[""['A36', 'M35']""]"
7,349.1604309082031,349.1605,1,76975.1953125,0.20000000,i_ion,"[""['M29', 'A30']""]"
8,373.1726989746094,373.1718,2,18428.3671875,-2.4000000,i_ion,"[""['A30', 'E31', 'J32', 'A36', 'E37', 'J38']""]"
9,374.17401123046875,374.1796,1,2425.977294921875,14.940000,i_ion,"[""['A36', 'E37', 'J38']""]"
10,434.22503662109375,434.2246,1,23972.51171875,-1.0000000,i_ion,"[""['J32', 'A33', 'J38']""]"
11,456.2139892578125,456.21385,2,3285.694091796875,-0.3000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A33', 'J38']""]"
12,456.2139892578125,456.21385,2,3285.694091796875,-0.3000000,i_ion,"[""['J32', 'A33', 'M35', 'A36', 'E37', 'J38']""]"
13,474.22052001953125,474.2195,1,9789.4619140625,-2.2000000,i_ion,"[""['E31', 'J32', 'J38']""]"
14,474.22052001953125,474.2195,1,9789.4619140625,-2.2000000,i_ion,"[""['J32', 'E37', 'J38']""]"
15,478.2020568847656,478.2031,1,3778.36376953125,2.1800000,i_ion,"[""['A36', 'M35', 'E37']""]"
16,478.2020568847656,478.2031,1,3778.36376953125,2.1800000,i_ion,"[""['M29', 'E31', 'A30']""]"
17,545.254638671875,545.2566,1,3953.838134765625,3.6000000,i_ion,"[""['A30', 'E31', 'J32', 'J38']""]"
18,545.254638671875,545.2566,1,3953.838134765625,3.6000000,i_ion,"[""['J32', 'A36', 'E37', 'J38']""]"
19,563.2672119140625,563.2672,1,25243.513671875,0E-7,i_ion,"[""['E31', 'J32', 'A33', 'J38']""]"
20,563.2672119140625,563.2672,1,25243.513671875,0E-7,i_ion,"[""['J32', 'A33', 'E37', 'J38']""]"
21,603.2615966796875,603.2621,1,5973.1279296875,0.83000000,i_ion,"[""['E31', 'J32', 'E37', 'J38']""]"
22,634.30322265625,634.3043,1,9553.2099609375,1.7000000,i_ion,"[""['A30', 'E31', 'J32', 'A33', 'J38']""]"
23,634.30322265625,634.3043,1,9553.2099609375,1.7000000,i_ion,"[""['J32', 'A33', 'A36', 'E37', 'J38']""]"
24,650.2891845703125,650.2879,2,10732.3984375,-2.0000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'M35', 'A36', 'E37', 'J38']""]"
25,674.301025390625,674.2992,1,12807.87890625,-2.7000000,i_ion,"[""['A30', 'E31', 'J32', 'E37', 'J38']""]"
26,674.301025390625,674.2992,1,12807.87890625,-2.7000000,i_ion,"[""['E31', 'J32', 'A36', 'E37', 'J38']""]"
27,692.3157958984375,692.3098,1,12865.029296875,-8.7000000,i_ion,"[""['E31', 'J32', 'A33', 'E37', 'J38']""]"
28,763.3496704101562,763.3469,1,17195.830078125,-3.6000000,i_ion,"[""['A30', 'E31', 'J32', 'A33', 'E37', 'J38']""]"
29,763.3496704101562,763.3469,1,17195.830078125,-3.6000000,i_ion,"[""['E31', 'J32', 'A33', 'A36', 'E37', 'J38']""]"
30,822.3845825195312,822.3727,1,4403.07568359375,-14.400000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'J38']""]"
31,822.3845825195312,822.3727,1,4403.07568359375,-14.400000,i_ion,"[""['J32', 'M35', 'A36', 'E37', 'J38']""]"
32,911.4212036132812,911.4204,1,35914.18359375,-0.9000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A33', 'J38']""]"
33,911.4212036132812,911.4204,1,35914.18359375,-0.9000000,i_ion,"[""['J32', 'A33', 'M35', 'A36', 'E37', 'J38']""]"
34,951.4155883789062,951.4153,1,35564.546875,-0.3000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'E37', 'J38']""]"
35,951.4155883789062,951.4153,1,35564.546875,-0.3000000,i_ion,"[""['E31', 'J32', 'M35', 'A36', 'E37', 'J38']""]"
36,1022.4512329101562,1022.4524,1,39905.32421875,1.1400000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A36', 'E37', 'J38']""]"
37,1022.4512329101562,1022.4524,1,39905.32421875,1.1400000,i_ion,"[""['A30', 'E31', 'J32', 'M35', 'A36', 'E37', 'J38']""]"
38,1040.4620361328125,1040.4630,1,67682.140625,0.93000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A33', 'E37', 'J38']""]"
39,1040.4620361328125,1040.4630,1,67682.140625,0.93000000,i_ion,"[""['E31', 'J32', 'A33', 'M35', 'A36', 'E37', 'J38']""]"
40,1111.508056640625,1111.5001,1,13472.0126953125,-7.2000000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A33', 'A36', 'E37', 'J38']""]"
41,1111.508056640625,1111.5001,1,13472.0126953125,-7.2000000,i_ion,"[""['A30', 'E31', 'J32', 'A33', 'M35', 'A36', 'E37', 'J38']""]"
42,1299.58447265625,1299.5685,1,4254.50537109375,-12.300000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'M35', 'A36', 'E37', 'J38']""]"
43,1388.607421875,1388.6162,1,27229.0859375,6.3200000,i_ion,"[""['M29', 'A30', 'E31', 'J32', 'A33', 'M35', 'A36', 'E37', 'J38']""]"
