,Observered Ion,Theoretical Ion,Charge,count,PPM Error,Ion Type,Structure
0,90.05543518066406,90.0549,1,21965.263671875,-5.9000000,y_ion,"[""['A5']""]"
1,173.09222412109375,173.0921,1,252998.0,-0.7000000,i_ion,"[""['J4']""]"
2,262.13995361328125,262.1397,1,194920.375,-1.0000000,y_ion,"[""['A5', 'J4']""]"
3,278.1226501464844,278.1234,1,29442.373046875,2.7000000,i_ion,"[""['M1']""]"
4,302.1349182128906,302.1347,1,148776.9375,-0.7000000,i_ion,"[""['E3', 'J4']""]"
5,349.1605529785156,349.1605,1,44642.1640625,-0.2000000,i_ion,"[""['M1', 'A2']""]"
6,373.17138671875,373.1718,1,40669.26953125,1.1100000,i_ion,"[""['A2', 'E3', 'J4']""]"
7,391.182373046875,391.1823,1,68561.9296875,-0.2000000,y_ion,"[""['E3', 'J4', 'A5']""]"
8,462.2232666015625,462.2194,1,5790.30810546875,-8.4000000,y_ion,"[""['A2', 'E3', 'J4', 'A5']""]"
9,478.2037658691406,478.2031,1,4833.60107421875,-1.4000000,i_ion,"[""['M1', 'A2', 'E3']""]"
