,Observered Ion,Theoretical Ion,Charge,count,PPM Error,Ion Type,Structure
0,173.09222412109375,173.0921,1,595072.5,-0.7000000,i_ion,"[""['J4']""]"
1,204.0868682861328,204.0867,1,967767.5625,-0.8000000,b_ion,"[""['G0']""]"
2,232.11834716796875,232.1173,2,73784.734375,-4.5000000,y_ion,"[""['A2', 'E3', 'J4', 'A5']""]"
3,241.10585021972656,241.10505,2,16782.91796875,-3.3000000,b_ion,"[""['G0', 'M1']""]"
4,263.14324951171875,263.1476,1,200364.890625,16.530000,y_ion,"[""['A5', 'J4']""]"
5,278.12298583984375,278.1234,1,61315.1484375,1.4900000,i_ion,"[""['M1']""]"
6,302.1346435546875,302.1347,1,273786.40625,0.19000000,i_ion,"[""['E3', 'J4']""]"
7,349.15924072265625,349.1605,1,87328.8515625,3.6100000,i_ion,"[""['M1', 'A2']""]"
8,373.1715393066406,373.1718,1,66738.359375,0.70000000,i_ion,"[""['A2', 'E3', 'J4']""]"
9,392.1851501464844,392.1902,1,128926.6328125,12.880000,y_ion,"[""['E3', 'J4', 'A5']""]"
10,463.2180480957031,463.2273,1,11795.7265625,19.970000,y_ion,"[""['A2', 'E3', 'J4', 'A5']""]"
11,740.3384399414062,740.3434,1,22193.318359375,6.7000000,y_ion,"[""['M1', 'A2', 'E3', 'J4', 'A5']""]"
