node,molecule_ID,colour,mods
G6,GlcNAc,cyan,zero
M7,MurNAc_alditol,cyan,zero
A8,A,cyan,zero
E9,E,cyan,zero
J10,mDAP,cyan,Hydroxy
G11,GlcNAc,cyan,zero
M12,MurNAc_alditol,cyan,zero
A13,A,cyan,zero
E14,E,cyan,zero
J15,mDAP,cyan,negHOxy
A16,A,cyan,H20
