,Observered Ion,Theoretical Ion,Charge,count,PPM Error,Ion Type,Structure
0,173.0924530029297,173.0921,2,16632.974609375,-2.0000000,i_ion,"[""['J10', 'J15']""]"
1,204.08685302734375,204.0867,1,166211.515625,-0.7000000,b_ion,"[""['G11']""]"
2,204.08685302734375,204.0867,1,166211.515625,-0.7000000,b_ion,"[""['G6']""]"
3,278.12310791015625,278.1234,1,14697.2607421875,1.0500000,i_ion,"[""['M7']""]"
4,278.12310791015625,278.1234,1,14697.2607421875,1.0500000,i_ion,"[""['M12']""]"
5,302.1350402832031,302.1347,2,25419.09375,-1.1000000,i_ion,"[""['E9', 'J10', 'E14', 'J15']""]"
6,349.1604919433594,349.1605,1,24077.21484375,0.02000000,i_ion,"[""['M7', 'A8']""]"
7,349.1604919433594,349.1605,1,24077.21484375,0.02000000,i_ion,"[""['A13', 'M12']""]"
8,373.1731872558594,373.1718,2,8729.625,-3.7000000,i_ion,"[""['A8', 'E9', 'J10', 'A13', 'E14', 'J15']""]"
9,374.17755126953125,374.1797,1,2537.78955078125,5.7400000,i_ion,"[""['E14', 'J15', 'A16']""]"
10,434.22515869140625,434.2246,1,9088.80859375,-1.3000000,i_ion,"[""['J10', 'J15', 'A16']""]"
11,478.20587158203125,478.2031,1,2157.39013671875,-5.8000000,i_ion,"[""['M7', 'A8', 'E9']""]"
12,478.20587158203125,478.2031,1,2157.39013671875,-5.8000000,i_ion,"[""['A13', 'E14', 'M12']""]"
13,545.2587280273438,545.2566,1,2536.90966796875,-3.9000000,i_ion,"[""['A8', 'E9', 'J10', 'J15']""]"
14,545.2587280273438,545.2566,1,2536.90966796875,-3.9000000,i_ion,"[""['J10', 'A13', 'E14', 'J15']""]"
15,563.2691040039062,563.2672,1,8453.994140625,-3.4000000,i_ion,"[""['E9', 'J10', 'J15', 'A16']""]"
16,563.2691040039062,563.2672,1,8453.994140625,-3.4000000,i_ion,"[""['J10', 'E14', 'J15', 'A16']""]"
17,650.2852783203125,650.2879,2,6448.73388671875,4.0300000,i_ion,"[""['M7', 'A8', 'E9', 'J10', 'M12', 'A13', 'E14', 'J15']""]"
18,674.2990112304688,674.2992,1,2458.000244140625,0.28000000,i_ion,"[""['A8', 'E9', 'J10', 'E14', 'J15']""]"
19,674.2990112304688,674.2992,1,2458.000244140625,0.28000000,i_ion,"[""['E9', 'J10', 'A13', 'E14', 'J15']""]"
20,692.3080444335938,692.3098,1,2278.3251953125,2.5400000,i_ion,"[""['E9', 'J10', 'E14', 'J15', 'A16']""]"
21,722.328369140625,722.3329,1,15103.5068359375,6.2700000,i_ion,"[""['M12', 'A13', 'E14', 'J15', 'A16']""]"
22,911.4239501953125,911.4204,1,16227.2197265625,-3.9000000,i_ion,"[""['M7', 'A8', 'E9', 'J10', 'J15', 'A16']""]"
23,911.4239501953125,911.4204,1,16227.2197265625,-3.9000000,i_ion,"[""['J10', 'M12', 'A13', 'E14', 'J15', 'A16']""]"
24,1022.4559326171875,1022.4524,1,11914.6455078125,-3.5000000,i_ion,"[""['M7', 'A8', 'E9', 'J10', 'A13', 'E14', 'J15']""]"
25,1022.4559326171875,1022.4524,1,11914.6455078125,-3.5000000,i_ion,"[""['A8', 'E9', 'J10', 'M12', 'A13', 'E14', 'J15']""]"
26,1040.461181640625,1040.4630,1,20978.3359375,1.7500000,i_ion,"[""['M7', 'A8', 'E9', 'J10', 'E14', 'J15', 'A16']""]"
27,1040.461181640625,1040.4630,1,20978.3359375,1.7500000,i_ion,"[""['E9', 'J10', 'M12', 'A13', 'E14', 'J15', 'A16']""]"
28,1388.6031494140625,1388.6162,1,2543.900146484375,9.4000000,i_ion,"[""['M7', 'A8', 'E9', 'J10', 'M12', 'A13', 'E14', 'J15', 'A16']""]"
